age,gender,residing_country,education_level,employment_status,relationship_status,cohabiting_adults_no,cohabiting_kids_no,perceived_stress_level,happiness_score
60.0,Male,Japan,Some University or equivalent,Employed,Married,2.0,0.0,low,5.940499782562256
51.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,0.0,low,5.940499782562256
53.0,Male,Japan,University degree,Employed,Married,2.0,1.0,low,5.940499782562256
35.0,Female,Japan,less than 12 years of school,Employed,Married,1.0,0.0,high,5.940499782562256
30.0,Female,Japan,Some University or equivalent,Unemployed,Married,0.0,0.0,low,5.940499782562256
48.0,Female,Japan,Some University or equivalent,Employed,Married,2.0,0.0,low,5.940499782562256
53.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,0.0,0.0,low,5.940499782562256
31.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
50.0,Female,Japan,Up to 12 years of school,Unemployed,Separated / divorced,0.0,2.0,low,5.940499782562256
46.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
35.0,Female,Japan,Up to 12 years of school,Unemployed,Married,2.0,1.0,low,5.940499782562256
48.0,Male,Japan,Up to 12 years of school,Employed,Cohabitating,1.0,0.0,low,5.940499782562256
51.0,Male,Japan,less than 12 years of school,Unemployed,Married,0.0,0.0,low,5.940499782562256
54.0,Male,Japan,Up to 12 years of school,Employed,Separated / divorced,0.0,0.0,low,5.940499782562256
48.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,1.0,low,5.940499782562256
42.0,Male,Japan,University degree,Employed,Married,0.0,0.0,high,5.940499782562256
43.0,Female,Japan,Some University or equivalent,Unemployed,Married,1.0,0.0,low,5.940499782562256
57.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
44.0,Female,Japan,University degree,Employed,Dating,3.0,0.0,high,5.940499782562256
48.0,Male,Japan,Up to 12 years of school,Employed,Separated / divorced,0.0,0.0,low,5.940499782562256
70.0,Female,Japan,Up to 12 years of school,Employed,Separated / divorced,1.0,0.0,low,5.940499782562256
53.0,Male,Japan,Up to 12 years of school,Employed,Single,3.0,0.0,low,5.940499782562256
27.0,Female,Japan,Some University or equivalent,Employed,Single,3.0,0.0,low,5.940499782562256
38.0,Female,Japan,less than 12 years of school,Unemployed,Married,4.0,2.0,low,5.940499782562256
66.0,Female,Japan,University degree,Unemployed,Married,1.0,0.0,low,5.940499782562256
37.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
27.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
47.0,Male,Japan,Up to 12 years of school,Employed,Married,4.0,0.0,low,5.940499782562256
50.0,Female,Japan,Up to 12 years of school,Unemployed,Single,2.0,0.0,low,5.940499782562256
18.0,Male,Japan,Up to 12 years of school,Others,Single,2.0,0.0,high,5.940499782562256
52.0,Female,Japan,Up to 12 years of school,Employed,Married,2.0,0.0,low,5.940499782562256
39.0,Male,Japan,Some University or equivalent,Unemployed,Single,4.0,0.0,low,5.940499782562256
18.0,Female,Japan,Some University or equivalent,Others,Single,0.0,0.0,high,5.940499782562256
46.0,Female,Japan,Some University or equivalent,Employed,Married,2.0,2.0,high,5.940499782562256
52.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
25.0,Male,Japan,University degree,Employed,Single,0.0,0.0,low,5.940499782562256
41.0,Male,Japan,Up to 12 years of school,Employed,Single,3.0,0.0,low,5.940499782562256
52.0,Female,Japan,Up to 12 years of school,Employed,Married,2.0,0.0,low,5.940499782562256
33.0,Male,Japan,Some University or equivalent,Employed,Married,1.0,1.0,low,5.940499782562256
18.0,Female,Japan,Some University or equivalent,Others,Single,0.0,0.0,low,5.940499782562256
48.0,Male,Japan,University degree,Employed,Married,0.0,0.0,low,5.940499782562256
45.0,Female,Japan,University degree,Unemployed,Married,1.0,0.0,low,5.940499782562256
41.0,Male,Japan,University degree,Unemployed,Single,2.0,0.0,low,5.940499782562256
33.0,Male,Japan,University degree,Employed,Single,3.0,0.0,low,5.940499782562256
65.0,Male,Japan,Up to 12 years of school,Employed,Married,0.0,0.0,low,5.940499782562256
34.0,Female,Guatemala,University degree,Employed,Married,1.0,1.0,high,6.434500217437744
65.0,Male,Japan,Up to 12 years of school,Others,Married,0.0,0.0,low,5.940499782562256
42.0,Female,Japan,University degree,Unemployed,Single,2.0,0.0,low,5.940499782562256
46.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
52.0,Male,Japan,Up to 12 years of school,Employed,Married,2.0,1.0,low,5.940499782562256
41.0,Female,Japan,Up to 12 years of school,Unemployed,Separated / divorced,2.0,2.0,high,5.940499782562256
28.0,Male,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
52.0,Male,Japan,Up to 12 years of school,Employed,Separated / divorced,0.0,0.0,low,5.940499782562256
25.0,Female,Japan,Some University or equivalent,Employed,Dating,0.0,0.0,high,5.940499782562256
82.0,Female,Finland,University degree,Others,Married,1.0,0.0,low,7.842100143432617
72.0,Male,Japan,Up to 12 years of school,Employed,Widowed,0.0,0.0,low,5.940499782562256
22.0,Female,Japan,Up to 12 years of school,Unemployed,Married,1.0,1.0,low,5.940499782562256
44.0,Female,Japan,Up to 12 years of school,Employed,Single,0.0,0.0,low,5.940499782562256
31.0,Female,Japan,Some University or equivalent,Unemployed,Cohabitating,1.0,0.0,high,5.940499782562256
51.0,Female,Japan,less than 12 years of school,Unemployed,Separated / divorced,0.0,0.0,low,5.940499782562256
44.0,Male,Japan,Some University or equivalent,Employed,Single,0.0,0.0,low,5.940499782562256
40.0,Male,Japan,Up to 12 years of school,Unemployed,Single,1.0,0.0,low,5.940499782562256
45.0,Female,Czech Republic,Some University or equivalent,Employed,Married,3.0,0.0,low,6.964700222015381
26.0,Female,Japan,Some University or equivalent,Employed,Dating,0.0,0.0,high,5.940499782562256
46.0,Female,Czech Republic,Some University or equivalent,Employed,Married,2.0,0.0,low,6.964700222015381
46.0,Female,Japan,Up to 12 years of school,Employed,Single,1.0,0.0,low,5.940499782562256
44.0,Female,Japan,Some University or equivalent,Employed,Single,2.0,0.0,low,5.940499782562256
47.0,Female,Japan,Some University or equivalent,Employed,Married,1.0,0.0,high,5.940499782562256
32.0,Male,Costa Rica,University degree,Employed,Single,2.0,0.0,low,7.069399833679199
57.0,Male,Japan,Up to 12 years of school,Unemployed,Single,0.0,0.0,low,5.940499782562256
25.0,Female,Japan,University degree,Unemployed,Single,4.0,0.0,low,5.940499782562256
55.0,Female,Japan,Up to 12 years of school,Employed,Married,1.0,0.0,low,5.940499782562256
62.0,Male,Italy,Up to 12 years of school,Others,Married,1.0,0.0,low,6.483099937438965
37.0,Male,Ireland,University degree,Employed,Married,1.0,2.0,high,7.085299968719482
50.0,Male,Japan,Some University or equivalent,Employed,Single,1.0,0.0,high,5.940499782562256
46.0,Male,Japan,University degree,Employed,Dating,2.0,0.0,low,5.940499782562256
53.0,Male,Japan,University degree,Others,Single,0.0,0.0,high,5.940499782562256
55.0,Male,Japan,University degree,Employed,Married,4.0,0.0,low,5.940499782562256
31.0,Female,Uruguay,University degree,Employed,Married,1.0,1.0,low,6.431399822235107
19.0,Male,Taiwan,Up to 12 years of school,Others,Single,2.0,0.0,low,6.584400177001953
42.0,Female,Uruguay,Some University or equivalent,Others,Married,1.0,3.0,high,6.431399822235107
51.0,Female,Switzerland,University degree,Employed,Single,0.0,0.0,low,7.571499824523926
33.0,Female,Portugal,University degree,Employed,Cohabitating,1.0,0.0,high,5.928999900817871
22.0,Female,Guatemala,University degree,Others,Dating,2.0,0.0,low,6.434500217437744
23.0,Female,Guatemala,Up to 12 years of school,Others,Dating,4.0,0.0,high,6.434500217437744
20.0,Female,Guatemala,Some University or equivalent,Others,Dating,3.0,0.0,high,6.434500217437744
37.0,Male,Costa Rica,Some University or equivalent,Unemployed,Single,3.0,2.0,high,7.069399833679199
40.0,Male,Guatemala,University degree,Unemployed,Married,1.0,0.0,low,6.434500217437744
49.0,Male,Japan,Up to 12 years of school,Employed,Single,2.0,0.0,low,5.940499782562256
18.0,Female,Guatemala,Some University or equivalent,Others,Single,3.0,1.0,high,6.434500217437744
21.0,Female,Brazil,Some University or equivalent,Others,Single,3.0,0.0,high,6.330100059509277
36.0,Female,Costa Rica,University degree,Employed,Single,0.0,0.0,low,7.069399833679199
39.0,Female,Costa Rica,University degree,Employed,Cohabitating,1.0,0.0,high,7.069399833679199
66.0,Female,Costa Rica,University degree,Employed,Married,2.0,0.0,high,7.069399833679199
48.0,Female,Costa Rica,less than 12 years of school,Employed,Dating,1.0,0.0,high,7.069399833679199
43.0,Female,Costa Rica,University degree,Employed,Dating,2.0,0.0,high,7.069399833679199
33.0,Female,Ireland,University degree,Unemployed,Married,1.0,1.0,low,7.085299968719482
30.0,Female,Guatemala,University degree,Employed,Married,1.0,1.0,high,6.434500217437744
32.0,Female,Costa Rica,PhD / Doctorate,Employed,Single,5.0,1.0,high,7.069399833679199
19.0,Female,Malaysia,University degree,Others,Single,3.0,2.0,high,5.384300231933594
55.0,Male,Bulgaria,University degree,Employed,Separated / divorced,0.0,0.0,low,5.265500068664551
22.0,Male,Malaysia,Some University or equivalent,Others,Single,0.0,0.0,high,5.384300231933594
24.0,Female,Malaysia,Some University or equivalent,Others,Single,2.0,1.0,high,5.384300231933594
43.0,Male,Switzerland,less than 12 years of school,Employed,Cohabitating,1.0,1.0,high,7.571499824523926
27.0,Female,Guatemala,University degree,Employed,Single,2.0,0.0,high,6.434500217437744
21.0,Male,Czech Republic,Some University or equivalent,Others,Dating,0.0,0.0,high,6.964700222015381
42.0,Female,Ireland,University degree,Employed,Married,1.0,2.0,low,7.085299968719482
29.0,Male,Czech Republic,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,6.964700222015381
48.0,Female,Spain,University degree,Employed,Dating,0.0,0.0,high,6.490699768066406
42.0,Male,Spain,University degree,Employed,Cohabitating,1.0,2.0,high,6.490699768066406
19.0,Male,Malaysia,Some University or equivalent,Others,Dating,2.0,2.0,low,5.384300231933594
46.0,Male,Spain,Some University or equivalent,Unemployed,Single,0.0,0.0,low,6.490699768066406
23.0,Male,Malaysia,Some University or equivalent,Others,Single,2.0,0.0,high,5.384300231933594
54.0,Female,Spain,PhD / Doctorate,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
57.0,Male,Switzerland,Some University or equivalent,Employed,Married,1.0,2.0,low,7.571499824523926
44.0,Male,Spain,University degree,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
43.0,Male,Spain,University degree,Employed,Married,2.0,2.0,low,6.490699768066406
21.0,Female,Malaysia,Some University or equivalent,Others,Dating,2.0,0.0,high,5.384300231933594
42.0,Male,Brazil,Some University or equivalent,Employed,Married,2.0,0.0,low,6.330100059509277
35.0,Male,Switzerland,University degree,Employed,Cohabitating,0.0,0.0,low,7.571499824523926
37.0,Female,Ireland,Some University or equivalent,Employed,Married,1.0,0.0,high,7.085299968719482
22.0,Female,Malaysia,Some University or equivalent,Others,Single,5.0,0.0,high,5.384300231933594
45.0,Female,Spain,University degree,Employed,Cohabitating,1.0,2.0,low,6.490699768066406
24.0,Female,Italy,University degree,Others,Single,2.0,0.0,high,6.483099937438965
43.0,Female,Portugal,University degree,Others,Single,2.0,1.0,high,5.928999900817871
37.0,Male,Bulgaria,University degree,Employed,Dating,0.0,0.0,low,5.265500068664551
18.0,Female,Spain,Some University or equivalent,Others,Single,2.0,0.0,high,6.490699768066406
74.0,Male,Bulgaria,University degree,Others,Married,1.0,0.0,low,5.265500068664551
37.0,Female,Malaysia,PhD / Doctorate,Employed,Married,1.0,2.0,low,5.384300231933594
30.0,Female,Czech Republic,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,6.964700222015381
24.0,Female,Italy,University degree,Others,Single,2.0,0.0,high,6.483099937438965
27.0,Female,Malaysia,Some University or equivalent,Others,Single,4.0,0.0,high,5.384300231933594
55.0,Male,Bulgaria,University degree,Others,Married,2.0,0.0,high,5.265500068664551
36.0,Male,Czech Republic,University degree,Employed,Married,1.0,2.0,low,6.964700222015381
28.0,Male,Czech Republic,Up to 12 years of school,Employed,Single,3.0,0.0,low,6.964700222015381
58.0,Female,Switzerland,Some University or equivalent,Employed,Married,1.0,2.0,low,7.571499824523926
34.0,Female,Portugal,University degree,Employed,Dating,1.0,0.0,high,5.928999900817871
50.0,Male,Italy,University degree,Employed,Married,3.0,2.0,high,6.483099937438965
45.0,Female,Costa Rica,University degree,Employed,Single,2.0,2.0,high,7.069399833679199
20.0,Male,Portugal,Some University or equivalent,Others,Dating,2.0,0.0,low,5.928999900817871
38.0,Male,Finland,Some University or equivalent,Employed,Single,0.0,0.0,low,7.842100143432617
31.0,Female,Czech Republic,University degree,Employed,Married,1.0,2.0,low,6.964700222015381
39.0,Female,Czech Republic,University degree,Employed,Married,1.0,4.0,low,6.964700222015381
25.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,high,6.490699768066406
37.0,Male,Costa Rica,University degree,Employed,Single,0.0,0.0,low,7.069399833679199
57.0,Male,Brazil,Up to 12 years of school,Employed,Separated / divorced,0.0,0.0,low,6.330100059509277
36.0,Male,Malaysia,PhD / Doctorate,Employed,Single,0.0,0.0,high,5.384300231933594
48.0,Male,Taiwan,University degree,Employed,Married,1.0,2.0,low,6.584400177001953
19.0,Female,Malaysia,Some University or equivalent,Unemployed,Single,3.0,1.0,high,5.384300231933594
24.0,Female,Brazil,University degree,Others,Dating,1.0,0.0,high,6.330100059509277
51.0,Female,Guatemala,University degree,Employed,Single,1.0,1.0,high,6.434500217437744
41.0,Female,Spain,University degree,Employed,Married,1.0,1.0,low,6.490699768066406
37.0,Male,Malaysia,University degree,Employed,Married,1.0,2.0,high,5.384300231933594
32.0,Female,Spain,PhD / Doctorate,Employed,Married,1.0,1.0,high,6.490699768066406
19.0,Female,Ukraine,Up to 12 years of school,Others,Single,0.0,0.0,high,4.874800205230713
23.0,Male,Malaysia,Some University or equivalent,Others,Single,2.0,0.0,low,5.384300231933594
41.0,Female,Russian Federation,University degree,Unemployed,Married,1.0,2.0,high,5.477200031280518
37.0,Female,Switzerland,University degree,Employed,Cohabitating,2.0,0.0,high,7.571499824523926
21.0,Female,Ukraine,University degree,Others,Single,2.0,1.0,low,4.874800205230713
63.0,Male,Spain,Some University or equivalent,Employed,Cohabitating,1.0,0.0,low,6.490699768066406
70.0,Female,Spain,Some University or equivalent,Others,Married,1.0,0.0,low,6.490699768066406
58.0,Female,Bulgaria,University degree,Employed,Dating,0.0,0.0,high,5.265500068664551
18.0,Female,Ukraine,Up to 12 years of school,Others,Single,0.0,0.0,low,4.874800205230713
45.0,Female,Spain,University degree,Employed,Cohabitating,0.0,1.0,high,6.490699768066406
21.0,Female,Ukraine,Some University or equivalent,Employed,Cohabitating,1.0,0.0,high,4.874800205230713
30.0,Female,Ukraine,University degree,Employed,Married,0.0,0.0,low,4.874800205230713
38.0,Female,Spain,University degree,Employed,Cohabitating,1.0,2.0,low,6.490699768066406
55.0,Male,Ukraine,University degree,Employed,Cohabitating,0.0,0.0,low,4.874800205230713
26.0,Female,Brazil,University degree,Others,Single,1.0,0.0,high,6.330100059509277
26.0,Female,Spain,University degree,Employed,Dating,1.0,0.0,low,6.490699768066406
23.0,Female,Bulgaria,Some University or equivalent,Others,Dating,3.0,0.0,high,5.265500068664551
39.0,Female,Spain,University degree,Employed,Cohabitating,1.0,0.0,low,6.490699768066406
45.0,Male,Russian Federation,University degree,Employed,Married,1.0,2.0,low,5.477200031280518
53.0,Female,Guatemala,University degree,Employed,Married,2.0,2.0,low,6.434500217437744
18.0,Male,Portugal,Some University or equivalent,Others,Single,3.0,1.0,low,5.928999900817871
34.0,Female,Spain,PhD / Doctorate,Employed,Cohabitating,1.0,1.0,high,6.490699768066406
22.0,Female,Ukraine,University degree,Employed,Dating,3.0,0.0,high,4.874800205230713
22.0,Female,Portugal,University degree,Others,Single,1.0,0.0,high,5.928999900817871
62.0,Female,Bulgaria,Up to 12 years of school,Employed,Widowed,1.0,0.0,low,5.265500068664551
23.0,Male,Ukraine,University degree,Employed,Cohabitating,1.0,0.0,high,4.874800205230713
21.0,Female,Uruguay,Some University or equivalent,Unemployed,Dating,2.0,0.0,high,6.431399822235107
18.0,Female,Ukraine,Up to 12 years of school,Employed,Single,3.0,1.0,high,4.874800205230713
39.0,Female,Ukraine,University degree,Employed,Married,1.0,1.0,low,4.874800205230713
26.0,Male,Norway,Some University or equivalent,Employed,Cohabitating,2.0,0.0,low,7.392499923706055
19.0,Female,Ukraine,Up to 12 years of school,Others,Dating,2.0,3.0,high,4.874800205230713
34.0,Female,Czech Republic,University degree,Employed,Cohabitating,2.0,0.0,low,6.964700222015381
30.0,Female,Ukraine,University degree,Employed,Married,0.0,0.0,high,4.874800205230713
28.0,Male,Portugal,University degree,Employed,Dating,1.0,0.0,low,5.928999900817871
41.0,Female,Spain,PhD / Doctorate,Employed,Dating,1.0,1.0,high,6.490699768066406
34.0,Female,Czech Republic,University degree,Employed,Married,1.0,2.0,high,6.964700222015381
